Source,Text,Class
mozilla,User-Agent:       Mozilla/5.0 (X11; Linux x86_64; rv:2.0b6pre) Gecko/20100913 Firefox-4.0/4.0b6pre Ubuntu/10.04,Other
mozilla,Checking in base/content/browser.js;,Mixed
mozilla,Koala,NL
mozilla,"Or is it only about a small notification, kind of a footnote?",NL
mozilla,Review of attachment 582733:,NL
mozilla,23:06:06     INFO -  gBrowserInit.onLoad@chrome://browser/content/browser.js:990:5,Log
mozilla,verified fixed using the testcases and Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9pre) Gecko/2008041217 Minefield/3.0pre ID:2008041217 +  Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.9pre) Gecko/2008041304 Minefield/3.0pre no crash on testcases.,Mixed
mozilla,Steps to Reproduce:,NL
mozilla,"document.getElementById(""togglePasswords"").label = kSignonBundle.getString(""showPasswords"");",Code
mozilla,Updating summary to reflect subject of the bug and changing component. This is probably a dupe of an existing bug.,NL
mozilla,"I found bugs like bug 144432, but they refer to a slightly different problem.",NL
mozilla,1. Just visit sites with lots of GIFs and make sure they're rendering ok.,NL
mozilla,::: accessible/tests/mochitest/states/test_inputs.html,File
mozilla,"through or by the JS component's code.  We need to report them somewhere, rather",NL
mozilla,"Setting milestone to M11 and setting it to blocker. Vidur, apologies for setting",NL
mozilla,"I managed to reproduce this issue on Firefox 44 RC and on Windows 10 x86, using the STR from Comment 15.",NL
mozilla,"Risk to taking this patch (and alternatives if risky): Low. The interface of |libfdio.so| is changed, but currently the only client that uses it is |bluetoothd|.",NL
mozilla,Build: Mozilla/5.0 (X11; U; Linux i686; en-US; rv:1.4b) Gecko/20030521 Mozilla,Other
mozilla,TestRunner:  Starting test 51:EventTimestamp with timeout 30000,Log
mozilla,"76162 seems to suggest that the list is small, there are only a few sites added",NL
mozilla,"Thanks Gareth. Some of the abstraction style did feel a bit off for me as well, but I guess I was too happy to enable another test :)",NL
mozilla,27 	xul.dll 	nsAppShell::Run 	widget/src/windows/nsAppShell.cpp:258,Trace
mozilla,"attinasi, is the sr complete? who's to set the target milestone for this?",NL
mozilla,"Actual results: the words ""Export options"" appear in the lower *left*",NL
mozilla,02:06:20 INFO - CPU: arm,Log
mozilla,https://reviewboard.mozilla.org/r/14659/#review13243,URL
mozilla,16386[81f9b48]: nsHttpConnection::Init [this=83ea548],Other
mozilla,TE  --> T/m,Other
mozilla,libmozjs.so + 0x2e99f (0x4004699f),Other
mozilla,"It does run slower, but not as slow as on Linux. I'm just compiling a debug build on Linux and will try with gDumpRepaintRegionForCopy=1 shortly.",Mixed
mozilla,nsXULDocument::ContentRemoved,Code
mozilla,1. In nsOfflineCacheUpdate - the #manifest and #dynamic keys were changed to use asciiSpec base,Mixed
mozilla,!= NULL' failed,Mixed
mozilla,-pretxnchangegroup.renamecase = python:mozhghooks.prevent_case_only_renames.hook,Code
mozilla,before the User Agent Components are intialized (via InitUserAgentComponents()),Mixed
mozilla,Two additional comments.,NL
mozilla,e: {,Other
mozilla,1) Start apprunner.exe,NL
mozilla,why remove the assertion?,NL
mozilla,"0x7f12136f3ff8 ""/moz/aboutstartup3/js/src/jscntxtinlines.h"", ln=541)",Trace
mozilla,To repro: View URL.,NL
mozilla,"+    gfxFontGroup *CreateFontGroup(const nsAString &aFamilies,",Code
mozilla,libIDL-0.8.2-1,Version
mozilla,(uninteresting screenshot),NL
mozilla,************************************************************,Other
mozilla,5.  See page load.,NL
mozilla,"""I think this is because the tab code in global/bindings/tabbox.xml isn't",Mixed
mozilla,22:17:18     INFO -  INFO TEST-END: /home/cltbld/talos-slave/test/build/tests/marionette/tests/dom/icc/tests/marionette/test_stk_proactive_command.js Fri Feb 22 2013 19:14:07 GMT-1100 (SST),Log
mozilla,*** Bug 114327 has been marked as a duplicate of this bug. ***,NL
mozilla,"Sure thing, Gijs. I'll make those changes now and continue working on the tests after submitting the patch you need for 52.",NL
mozilla,"21:41:16     INFO -  nsDocumentOpenInfo::OnStartRequest(nsIRequest*, nsISupports*) [uriloader/base/nsURILoader.cpp:260]",Log
mozilla,I agree that this is clearer.,NL
mozilla,This could be bug 223287,NL
mozilla,Actual results:,NL
mozilla,* No tests -yet- until we validate this approach,NL
mozilla,Is there any chance that this can be fixed on the 1.4 branch,NL
mozilla,Over to Rick who's going to make the first cut at this.,NL
mozilla,"0x00000000, const char * 0x0164abb8, const char * 0x02d6c9ac, const char *",Code
mozilla,"Looks good to me, can you be sure to fix the unit tests before landing? Thanks!",NL
mozilla,"then move the mouse below the textbox, it selects up to the char parallel",NL
mozilla,+,Code
mozilla,Other interesting questions:,NL
mozilla,"document.write('<a href=""http://ads.web.aol.com/link/64000755/html?",Code
mozilla,I'm flagging Wilfred to ensure we can get this into the backlog. This is crazy.,NL
mozilla,Reproducible: Always,NL
mozilla,"bug 221593 has a windows patch, maybe this can be used for os/2 as well",NL
mozilla,Regression: Mozilla-Inbound-Non-PGO - Talos Page Switch - WINNT 5.1 (ix) - 19.5% increase,Mixed
mozilla,"Sorry for not replying here anymore, I was busy with exams and doing stuff for my youth movement :)",NL
mozilla,"This is a mass search of unconfirmed bugs that have no activity on them, so if you feel a bug was marked in error, just remove the CLOSEME comment in the whiteboard within the next month.",NL
mozilla,1. install Firefox 1.0PRE,NL
mozilla,"- it would seem fairly intuitive to click on the icon to perform search with the associated engine. ""Click on the Google icon to search Google""",NL
mozilla,Verified fixed in Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1a1pre) Gecko/2008062603 Minefield/3.1a1pre,Mixed
mozilla,Our dialog can explain that [shift]ctrl-tab and [shift]F6 are now being,NL
mozilla,"nsWindow::ProcessMessage(unsigned int,unsigned int &,long &,long *) (in xul.pdb)",Code
mozilla,problem) so I believe in second order this host lookup problem could come,NL
mozilla,"the official version is the English version.  BTW, that's a paraphrase - the",NL
mozilla,"I don't think the awesomebar is affected by this either way, since we explicitly decode URIs there.",NL
mozilla,verified in 6/5 build.,NL
mozilla,When i tried to kill the process via command line with taskkill,NL
mozilla,And pressing the Cancel button (which doesn't close the window):,NL
mozilla,- Could use some with how this breaks down into engineering bugs beyond those we already have on file,NL
mozilla,to the beta may allow you to use the web interface.,NL
mozilla,"If we do that, shared-permanent properties with native getter-setter, where we use such to avoid an extra property, can't be used to implement ECMA-specified behavior -- not when there's no way to distinguish native-getter-setter-as-optimization from native-getter-setter-as-dynamic-behavior.  For example, the length property of functions is required to be exposed as a data descriptor.  This patch -- as currently written -- would do that.  I guess it lies for the descriptors that have native getters.",NL
mozilla,Since that event doesn't do batching we should probably implement batching with a WeakMap (e.g. using the document as the key) so we don't show the same error more than once per document.,NL
mozilla,"The unused enum is harder. I think the issue is that because we don't have external crate support in the build system, we're compiling our byteorder dependency as a module instead of a crate. That means that just declaring items public isn't sufficient to show them as used because they're no longer exported. Therefore anything we don't call ourselves generates an dead_code warning. I'm not sure what do do about that. We could try to strip that section, but that makes updates messy.",NL
mozilla,Android CPU ABI	armeabi-v7a,NL
mozilla,Needinfo :wayne to help with comment #3,NL
mozilla,FAIL: Busted: ts_cold_generated_max,Mixed
mozilla,"So, more tests are good.",NL
mozilla,Another thing is that when you force mozilla to maximize while in fullscreen,NL
mozilla,"-- 4xp -- (this works in NS 4.x, Helvetica/sans-serif doesn't, but this is only",Mixed
mozilla,Integrated in Mozilla with minor tweaks.,NL
mozilla,"* In particular, never accept text/* (except maybe text/plain if that is currently common) or other nonsense-for-fonts content types.",NL
mozilla,If I'm correct the normal format to pass a username and password:,NL
mozilla,"Hmm, I guess on the one hand I can understand the desire for a consistent behaviour across all of Mozilla's products. On the other hand, I'd like to argue that there's also the consistency across the Android platform to be considered.",NL
mozilla,"19:43:18     INFO -   1  xul.dll!mozilla::TrackUnionStream::ProcessInput(__int64,__int64,unsigned int) [TrackUnionStream.h:ef40d40dd8c9 : 77 + 0x25]",Log
mozilla,Review of attachment 8688627:,NL
mozilla,3. look at the bootom of pages for overlaping row,NL
mozilla,pexit:  14,Other
mozilla,Have to manually use mouse to click... or the Alt key to access the menu bar.,NL
mozilla,automated report - http://www.mathies.com/mozilla/bug1116884.txt,Mixed
mozilla,User Agent: Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:21.0) Gecko/20130320 Firefox/21.0,Other
mozilla,"User-Agent:       Mozilla/5.0 (Macintosh; U; PPC Mac OS X; en-us) AppleWebKit/125.4 (KHTML, like Gecko) Safari/125.9",Other
mozilla,rv = uuidgen->GenerateUUIDInPlace(&uuid);,Code
mozilla,1) Update a Aries to 20151208121557,NL
mozilla,"No, the HTML editor just has a dummy implementation:",NL
mozilla,Firmware Version: L1TC10011800,Version
mozilla,"I was not able to uplift this bug to v1.2.  If this bug has dependencies which are not marked in this bug, please comment on this bug.  If this bug depends on patches that aren't approved for v1.2, we need to re-evaluate the approval.  Otherwise, if this is just a merge conflict, you might be able to resolve it with:",NL
mozilla,blizzard- on the patch,NL
mozilla,Sorry I didn't answer earlier to your responses as I somehow didn't get any,NL
mozilla,Jeff et al: some more info.  The DOM itself does not appear to hold this,NL
mozilla,"after fix for the ""view page source"" crash, a ""view page source"" on a trunkated",NL
mozilla,Actual results:,NL
mozilla,"nsEventListenerManager::HandleEventSubType  [c:/builds/tinderbox/Fx-Mozilla1.8/WINNT_5.2_Depend/mozilla/content/events/src/nsEventListenerManager.cpp, line 1655]",Trace
mozilla,reflow: 0.24ms,Other
mozilla,"Might be related: holding middleclick button on a normal webpage makes the autoscroll image jump around the webpage, like it's sending the middleclick button event again.",NL
mozilla,Checking in regress-341821.js;,Mixed
mozilla,xpos -= (screenViewLocX + mRect.width) - screenRightTwips;,Code
mozilla,See David's review comment in bug 921892. We should test that we treat v1 roots as isCA==true and other v1 certificates as isCA==false.,Mixed
mozilla,https://treeherder.mozilla.org/logviewer.html#?job_id=32898128&repo=mozilla-inbound,URL
mozilla,User-Agent:       Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; MSN 6.1; MSNbMSFT; MSNmen-ca; MSNc00; v5m),Other
mozilla,User-Agent:       Mozilla/5.0 (Windows; U; Windows NT 5.1; de-DE; rv:1.7.5) Gecko/20041122 Firefox/1.0,Other
mozilla,Sucks if you wanted to keep some of those links.,NL
mozilla,what happens w/ images off? [i suspect htmltables],NL
mozilla,"Roland, can you please share what was the number you used and the number with international prefix you got?",NL
mozilla,BuildID: 20140514024003,Other
mozilla,"Does Win10 actually send WM_WINDOWPOSCHANGING to windows even when ""accent color change"" only?",Mixed
mozilla,"int 1, nsCollapsingMargin & {...}, int 1, nsMargin & {...}, unsigned int & 0)",Code
mozilla,Java: J2RE v. 1.3.1_01a,Version
mozilla,"However, I wonder (along the lines of alecf's comments) why these checks aren't",NL
mozilla,"Not that I've heard, but I only go back so far... :)",NL
mozilla,button? I think it can be categorized as not horrible though quite annoying...,NL
mozilla,"vec4 temp = texture2D(uSamplerUnused, vec2(vTextureCoord.s, vTextureCoord.t)); // *",Code
mozilla,"I do not believe that this is a duplicate of bug 594500. This bug refers to touchpad scrolling, and that one refers to the mouse wheel. The circumstances also appear different, because it seems that the symptoms of the mouse wheel can be resolved at least partially without closing all pdf tabs in the window. The touchpad will not work outside of pdfs until all pdfs are closed.",NL
mozilla,Environmental Variables:,NL
mozilla,Gecko: 9b9aad4197d9,Other
mozilla,const - that might be why you forgot to free it :-) feel free to fix that as,NL
mozilla,https://hg.mozilla.org/mozilla-central/rev/8294084bb6fa,URL
mozilla,https://hg.mozilla.org/integration/mozilla-inbound/rev/c6ca2340a718,URL
mozilla,fails whenever we use any video controls. details as follows:,NL
mozilla,"2. Load https://www.youtube.com/watch?v=2fFYObYJG1k , seek to near the end, play to end.",Mixed
mozilla,I should try with v188 to see if that makes a difference...,NL
mozilla,Sorry for the typo. Type is privileged.,NL
mozilla,"As Gabriele mentioned in comment 15, I think our current design is acceptable. PIN/PUK code input screen appears at various places, for example, entering Message will trigger the screen, at this point, making emergency call is not what user intends to do. As a result, emphasizing ""you can still make emergency call when SIM is locked"" would seem unnecessary and further complicates the PIN/PUK screen. Thanks!",NL
mozilla,line 3581],Trace
mozilla,chrome://glob,URL
mozilla,"The only styles in there is the ""bgcolor=white"", which is displaying correctly. Did you link to the correct page? Resolving this as INVALID since the page is displaying fine, until I hear otherwise.",Mixed
mozilla,"But you're right: in general, we need to have the same policy for Android, FX OS, and our desktop browser, and that's something we're trying to figure out right now. This is something we would need to agree on with the privacy team.",NL
mozilla,Vendor ID: 0x8086,Other
mozilla,bottom of the query list page.,NL
mozilla,"Or even more precisely, the sessionstore slowdown is not quite 2x; more like 1.5x, on the slower path.  But still there.",NL
mozilla,"Type in the ""Get Quote:"" field a stock name, e.g. CSCO and press go",NL
mozilla,"Microsoft H.261 Video Codec,0x00200000,1,1,qcap.dll,6.05.3790.3959",Other
mozilla,Bisection found Bug 1279503 - part 2 Push Notifications don't work in e10s depending on process configuration,NL
mozilla,"@@ +1166,5 @@",Other
mozilla,where this is being leaked from then a plus is a possibility. putting on minus,NL
mozilla,Firefox crashes back to my desktop and offers to send an error report.,NL
mozilla,XREMain::XRE_mainRun() (in xul.pdb),Code
mozilla,"Also, page JS execution halts rather than getting a catchable exception.",NL
mozilla,"Duh, the reason the stack depth is 2 when the error is being reported is super-simple: JSOP_MOREITER does a PUSH_NULL() right away, so any error from its implementation will find the post-op stack depth, not the pre-op that is expected by bytecode analysis up to but not including that op.",Mixed
mozilla,It's set to false for testing.,NL
mozilla,* Fixes bug in nsGlobalWindow::DisableDeviceSensor where we call through to RemoveWindowListener while there are still valid listeners,Mixed
mozilla,"#1  0x401a21a0 in pthread_cond_wait (cond=0x80ae354, mutex=0x80ae36c)",Other
mozilla,20:38:55 INFO - sp = 0x5c7fa0f8 lr = 0x63a87cf5 pc = 0x63a87cf5,Log
mozilla,Update URL for test cases created for this user story. Dialer suite will be selected and tested as well.,NL
mozilla,"Date: Wed, 22 Mar 2006 20:43:34 GMT",Log
mozilla,"oh yeah, that seems to be a problem with the progress curtain showed. I've found the same problem also in the Contacts 'Loading Contacts' screen.",NL
mozilla,the value returned is a framebuffer value it shouldn't be gamma corrected.,NL
mozilla,http://bugzilla.mozilla.org/show_bug.cgi?id=104663#c0,URL
mozilla,"Oops, backed out because of silly jsuword/uint64 incompatibility on 64-bit osx64:",NL
mozilla,Build Identifier: Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.7) Gecko/20040510 Firefox/0.8.0+ (Darkstar),Other
mozilla,For the current test case the 'changebar' texts should be aligned with the line,NL
mozilla,"i can still see this problem using 2.0.0.9 , Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.8.1.9) Gecko/20071025 Firefox/2.0.0.9 ! doesn't work for me , Windows XP, please re-open",Mixed
mozilla,It doesn't look like you addressed this.,NL
mozilla,"If we can't get a handle on the sqlite crash, I can easily disable PGO when building sqlite.",NL
mozilla,"""Crucial"" is a strong word, however I am of the firm opinion that authors should",NL
mozilla,Either this patch or bug 801488's patches caused mochitest browser-chrome crashes on all platforms. Backed out.,NL
mozilla,"Er, My Lord, they're coming from the hills.",NL
mozilla,"aCommandName=0xbfea95cc ""cmd_insertHTML"", aParams=0xb1156f18,",Code
mozilla,line:,Trace
mozilla,I apologize if you feel that I was arrogant for trying to explain what may be going on with the additional problem you cited. I would like more info on that but that should be in another bug to prevent this bug if anyone decides to.,NL
mozilla,16:27:17     INFO -  chrome://mochitests/content/browser/toolkit/components/thumbnails/test/browser_thumbnails_bg_destroy_browser.js:runTests:19,Log
mozilla,12:41:44     INFO -  01-30 15:27:33.206    45    45 I Gecko   : MARIONETTE TEST RESULT:TEST-PASS | test_conference.js | call state - connected should equal connected,Log
mozilla,"As you can see directly underneath the Submit button, the image was not",NL
mozilla,"Peter, do you think you'll be able to take this one? Otherwise we need to find another owner.",NL
mozilla,"Upon further review, the ARMv6 chips that support Thumb-2 don't support the entire instruction set. Better to restrict to ARMv7 and higher.",NL
mozilla,after try https://tbpl.mozilla.org/?tree=Try&rev=43962b33583f,Mixed
mozilla,"Hi Vicamo,",NL
mozilla,return new Promise(resolve => manager.onFinished = resolve);,Code
mozilla,"Anyway, I think the only place NS_ERROR_DOM_INVALID_STATE_ERR can come from is ScriptExecutorRunnable::ShutdownScriptLoader when aResult is false and mScriptLoader.mRv.Failed() is also false.  And as the comments there say, this can only happen if we totally fail to allocate the global in GetOrCreateGlobalScope() or if ScriptExecutorRunnable::Cancel gets called.",Mixed
mozilla,"I went to java and downloaded 1.4.2_03, and both mozilla and 7.1 immediately",Mixed
mozilla,Build Identifier: Mozilla/5.0 (Windows; U; Win 9x 4.90; en-US; rv:1.6b) Gecko/20031213 Firebird/0.7+,Other
mozilla,Reproducible: Always,Other
mozilla,"However, I do not see why we should treat differently suggestions picked with",NL
mozilla,Reduced case:,NL
mozilla,13  @media not all and (-moz-physical-home-button) {,Other
mozilla,Note that these applets load perfectly fine when there are no,NL
mozilla,Product	Firefox,NL
mozilla,"I'm OK with omitting it in the case you quoted (and the analogous rtFrame case), though I disagree that it's redundant there.  Technically, the assertion is simply checking that ""either there are no children, or the first child is a ruby base frame"", which is a pretty limited-in-scope thing to claim.  The  assertion-message that I suggested adding (""base container should only have ruby base frames as children"") isn't just a re-stating of the assertion condition (if it were, I'd agree RE redundancy) -- instead, it expresses the higher-level reason that we expect the assertion to hold.",NL
mozilla,5.0; rv:1.9b2pre) Gecko/2007120703 SeaMonkey/2.0a1pre,Version
mozilla,I hope these slides can be helpful to illustrate my thoughts:,NL
mozilla,private:,NL
mozilla,gklayout.lib(nsComboboxControlFrame.obj) : error LNK2001: unresolved external sy,Error
mozilla,0 bytes file should not stay.,NL
mozilla,"opt-out: I don't have a ready rule-of-thumb for making the privacy trade-off here.  In terms of utility, we currently get only a low volume of measurements on the equivalent opt-out metrics, we could certainly use more measurements if you think the cost acceptable.  In terms of privacy cost, this metric is predominantly about sites rather than users.",NL
mozilla,"Since you need DOM peer review for this patch, consider asking the peer if this could be added to the `OwningArrayBufferViewOrArrayBuffer` class.",Mixed
mozilla,Notes:,NL
mozilla,"Ah, good to know.  So it sounds like whoever implements bug 537782 will want to first check the HttpChannelChild's mCallbacks/mListener to see if they hand out auth prompts.  If they do, we should hand them out in HttpChannelParent as well, otherwise not.  I'll add a comment in the bug.",Mixed
mozilla,<script>,Code
mozilla,Steps to Reproduce:,NL
mozilla,from /home/simonb/Mozilla/package/components/librdf.so,Mixed
mozilla,Review of attachment 691755:,NL
mozilla,I have tried to import a standard certificate without keys into the Firefox,NL
mozilla,73c50000 73c71000   t2embed    (pdb symbols)          c:\symbols\t2embed.pdb\E317B5562BDD4146973BB987D4D7B3F31\t2embed.pdb,Mixed
mozilla,"one.  If it needs one, please set it upon review.",NL
mozilla,3 	xul.dll 	nsIconChannel::OnStartRequest 	image/decoders/icon/win/nsIconChannel.cpp:718,Trace
mozilla,Bootloader             L1TC000118D0,Other
mozilla,f+. I didn't look closely at the profile / env. var stuff as I believe you're going to make the Refresh feature work with non-default profiles.,NL
mozilla,mozilla::ipc::MessagePump::Run(base::MessagePump::Delegate *) (in xul.dll),Code
mozilla,"* Load N tabs at a time (where N is pref controlled, default of 3-5 probably, < 1 indicates no limit).",NL
mozilla,OS: Linux 2.4.3,Version
mozilla,I do not know what more UX can do at this point. What else is needed here?,NL
mozilla,http://telefonicaid.github.io/wakeup_platform_documentation/doc/html_chunked/ch03.html,URL
mozilla,For checkin. Carrying over r=MattN,Mixed
mozilla,"Thanks Wilfred's information sharing! Then at least it's clear we won't fix it in 2.0 & 2.1, so plan to de-nominate it from 2.0 in coming Triage.",NL
mozilla,81% (35/43) vs.  72% (1023/1419) profapi.dll,Other
mozilla,"nsFontMetrics::Init(nsFont const &,nsIAtom *,nsDeviceContext *,gfxUserFontSet *) (in xul.dll)",Code
mozilla,nsWidget::RealizeSignal(0x80f34f8),Code
